sampleID	Subtype_mRNA	Subtype_DNAmeth	Subtype_protein	Subtype_miRNA	Subtype_CNA	Subtype_Integrative	Subtype_other	Subtype_Selected
TCGA-19-1788-01	LGr3	LGm2	K1	NA	NA	NA	NA	GBM_LGG.NA
TCGA-19-1789-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-1790-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-1791-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-2619-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-2620-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-2621-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-2623-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-2624-01	LGr1	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-2625-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-2629-01	LGr3	LGm1	NA	NA	NA	NA	G-CIMP-low	GBM_LGG.G-CIMP-low
TCGA-19-2631-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-4065-01	LGr4	LGm5	NA	NA	NA	NA	NA	GBM_LGG.NA
TCGA-19-4068-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-5947-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-5950-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-5951-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-5952-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-5953-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-5954-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-5955-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-5956-01	LGr1	LGm6	K1	NA	NA	NA	NA	GBM_LGG.NA
TCGA-19-5958-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-5959-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-5960-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-A60I-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-19-A6J4-01	NA	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-19-A6J5-01	NA	LGm3	NA	NA	NA	NA	G-CIMP-high	GBM_LGG.G-CIMP-high
TCGA-26-1438-01	LGr4	LGm5	NA	NA	NA	NA	NA	GBM_LGG.NA
TCGA-26-1439-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-1440-01	LGr4	LGm6	K1	NA	NA	NA	NA	GBM_LGG.NA
TCGA-26-1442-01	LGr3	LGm2	K1	NA	NA	NA	G-CIMP-high	GBM_LGG.G-CIMP-high
TCGA-26-1443-01	LGr4	LGm4	NA	NA	NA	NA	NA	GBM_LGG.NA
TCGA-26-1799-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-5132-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-26-5133-01	LGr3	LGm1	K1	NA	NA	NA	LGm6-GBM	GBM_LGG.LGm6-GBM
TCGA-26-5134-01	LGr1	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-5135-01	LGr1	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-5136-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-5139-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-6173-01	NA	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-6174-01	NA	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-26-A7UX-01	NA	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1830-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1831-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1832-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1833-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-27-1834-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1835-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1836-01	LGr1	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1837-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-1838-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-2518-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-27-2519-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-2521-01	LGr3	LGm1	NA	NA	NA	NA	G-CIMP-low	GBM_LGG.G-CIMP-low
TCGA-27-2523-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-27-2524-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-2526-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-2527-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-27-2528-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-1745-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1746-01	LGr1	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1747-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1749-01	LGr4	LGm5	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-1750-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-1751-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1752-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1753-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1755-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1756-01	LGr3	LGm3	NA	NA	NA	NA	NA	GBM_LGG.NA
TCGA-28-1757-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-1760-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-2499-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-2501-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-2502-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-2506-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-2509-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-2510-01	LGr2	LGm6	NA	NA	NA	NA	LGm6-GBM	GBM_LGG.LGm6-GBM
TCGA-28-2512-01	NA	LGm6	NA	NA	NA	NA	NA	GBM_LGG.NA
TCGA-28-2513-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-2514-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-5204-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-5207-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-5208-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-5209-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-5211-01	NA	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-5213-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-5214-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-28-5215-01	LGr3	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-5216-01	LGr1	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-5218-01	LGr4	LGm6	NA	NA	NA	NA	LGm6-GBM	GBM_LGG.LGm6-GBM
TCGA-28-5219-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-5220-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-28-6450-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-1970-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-1973-01	LGr1	LGm6	NA	NA	NA	NA	NA	GBM_LGG.NA
TCGA-32-1976-01	LGr1	LGm5	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-1977-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-1978-01	LGr4	LGm4	K1	NA	NA	NA	NA	GBM_LGG.NA
TCGA-32-1979-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-1980-01	LGr2	LGm6	NA	NA	NA	NA	LGm6-GBM	GBM_LGG.LGm6-GBM
TCGA-32-1982-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-1986-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-1987-01	LGr4	LGm5	K1	NA	NA	NA	NA	GBM_LGG.NA
TCGA-32-1991-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-2491-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-2494-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-2495-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-2498-01	LGr4	LGm6	NA	NA	NA	NA	LGm6-GBM	GBM_LGG.LGm6-GBM
TCGA-32-2615-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-2616-01	LGr4	LGm5	NA	NA	NA	NA	NA	GBM_LGG.NA
TCGA-32-2632-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-2634-01	LGr1	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-2638-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-4208-01	LGr3	LGm3	NA	NA	NA	NA	G-CIMP-high	GBM_LGG.G-CIMP-high
TCGA-32-4209-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-4210-01	LGr1	LGm5	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-4211-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-4213-01	LGr4	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-32-4719-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-32-5222-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-41-2571-01	LGr1	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-41-2572-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-41-2573-01	LGr1	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-41-2575-01	LGr1	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-41-3392-01	LGr4	LGm5	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-41-3393-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-41-3915-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-41-4097-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-41-5651-01	LGr1	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-41-6646-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-4W-AA9R-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-4W-AA9S-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-4W-AA9T-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-74-6573-01	NA	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-74-6575-01	NA	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-74-6577-01	NA	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-74-6578-01	NA	LGm5	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-74-6581-01	NA	LGm4	K1	NA	NA	NA	NA	GBM_LGG.NA
TCGA-74-6584-01	NA	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-4925-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-4926-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-4927-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-4928-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-4929-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-4931-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-4932-01	LGr4	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-4934-01	LGr1	LGm6	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-4935-01	LGr1	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-6191-01	LGr1	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-6192-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-6193-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-6280-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6282-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-6283-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6285-01	LGr1	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-76-6286-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6656-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6657-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6660-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6661-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6662-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6663-01	NA	LGm4	K1	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-76-6664-01	NA	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-81-5910-01	LGr4	LGm5	K1	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-81-5911-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-87-5896-01	LGr4	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-OX-A56R-01	NA	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-RR-A6KA-01	NA	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-RR-A6KB-01	NA	LGm5	NA	NA	NA	NA	Mesenchymal-like	GBM_LGG.Mesenchymal-like
TCGA-RR-A6KC-01	NA	LGm4	NA	NA	NA	NA	Classic-like	GBM_LGG.Classic-like
TCGA-2H-A9GF-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GH-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GI-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GK-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GL-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GM-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GN-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GO-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-2H-A9GR-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-3L-AA1B-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-3M-AB46-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-3M-AB47-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-4N-A93T-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-4T-AA8H-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-5M-AAT4-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-5M-AAT5-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-5M-AAT6-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-5M-AATA-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-5M-AATE-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-2671-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-2675-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-2681-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-2685-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-2686-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-A6-3807-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-4105-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-4107-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-5657-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-5660-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-5661-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-A6-5662-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-5664-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-A6-5665-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-A6-5666-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-5667-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6137-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6138-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6142-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6648-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6649-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6651-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6652-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6653-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-A6-6654-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-6782-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-A565-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-A6-A566-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-A6-A567-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-A6-A56B-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3489-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3492-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3496-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3502-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3506-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3510-01	NA	NA	NA	NA	NA	NA	HM-SNV	GI.HM-SNV
TCGA-AA-3511-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3655-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3660-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3663-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3664-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3666-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3667-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3673-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3678-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3679-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3680-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3681-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3684-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3685-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3688-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3692-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3693-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3696-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3712-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3713-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3715-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3811-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3812-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3814-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3818-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3819-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3821-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3831-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3833-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3837-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3842-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3844-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3845-01	NA	NA	NA	NA	NA	NA	HM-indel	GI.HM-indel
TCGA-AA-3846-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3848-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3850-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3851-01	NA	NA	NA	NA	NA	NA	CIN	GI.CIN
TCGA-AA-3852-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
TCGA-AA-3854-01	NA	NA	NA	NA	NA	NA	GS	GI.GS
